"stack","root","parent","status","template_resources","physical_entries","lambda","appsync","dynamodb_native","dynamodb_custom","cognito","s3","iam","custom","nested","outputs"
"amplify-d2cux232bpa951-staging-branch-8b38605406-apistack7B433BC7-1E1TFWR0VJBXS","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406","UPDATE_COMPLETE","49","49","0","0","0","0","0","0","0","0","0","1"
"amplify-d2cux232bpa951-staging-branch-8b38605406-auth179371D7-PPXB534TOQ08","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406","UPDATE_COMPLETE","37","37","2","0","0","0","14","0","18","0","0","13"
"amplify-d2cux232bpa951-staging-branch-8b38605406-data7552DF31-G9IU8JN6V723","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406","UPDATE_COMPLETE","86","86","3","4","0","0","0","4","7","4","55","11"
"amplify-d2cux232bpa951-staging-branch-8b38605406-function1351588B-1PAAEQ43OOHKI","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406","CREATE_COMPLETE","4","4","1","0","0","0","0","0","2","0","0","2"
"amplify-d2cux232bpa951-staging-branch-8b38605406-overlaysourcestackF7F134D8-ZY8BE9BMLIOR","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406","CREATE_COMPLETE","43","43","1","0","3","0","0","0","2","0","0","8"
"amplify-d2cux232bpa951-staging-branch-8b38605406-storage0EC3F24A-1NVAV3SJC02P7","amplify-d2cux232bpa951-staging-branch-8b38605406","amplify-d2cux232bpa951-staging-branch-8b38605406","UPDATE_COMPLETE","12","12","1","0","0","0","0","2","6","1","0","2"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataAmplifyTableManagerNestedStackA-11FB0DNV4C0XW","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","9","9","2","0","0","0","0","0","5","0","0","1"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataApplicationAnswerNestedStackApp-1DJB92900XSYX","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataApplicationAuditEventNestedStac-1SS0MJW79V3SI","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataApplicationCreatorProfileNested-U7T2MTNKZRH9","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataApplicationIdempotencyNestedSta-13UP8YY63ANG0","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataApplicationPublicRateLimitNeste-UOH2ZEBUO347","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataApplicationScheduleNestedStackA-1EA25RZ2HGSL9","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","42","42","0","39","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataApplicationSubmissionNestedStac-HZXCEELJ2RPN","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","50","50","0","47","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataBoardPermissionRuleNestedStackB-1J1IIWJUGAJW","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataBrandAccessNestedStackBrandAcce-1QMP9SHK70FW3","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataBrandAccessPermissionNestedStac-1EDORX676JUH5","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataBrandNestedStackBrandNestedStac-1NFK1DM1239GL","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","4"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataConnectionStackNestedStackConne-8KR4ETDS76Y9","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","UPDATE_COMPLETE","109","109","0","108","0","0","0","0","0","0","0","0"
"amplify-projectrespawnwebsite-Daniel-sandbo-amplifyDataDiscordBotConfigurationNestedSt-W0NJIO5XEZC3","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c","amplify-projectrespawnwebsite-Daniel-sandbox-bbfa03cf7c-data7552DF31-1EWLDQ1O8WDSC","CREATE_COMPLETE","38","38","0","35","0","1","0","0","1","1","0","2"
